institution,institution_fullname,title,abstract,author,firstname_lastname,year,program,Category,prob_EEE
WLU,Wilfrid Laurier University,Distributed Spatial Data Sharing: a new era in sharing spatial data.,"The advancements in information and communications technology, including the widespread adoption of GPS-based sensors, improvements in computational data processing, and satellite imagery, have resulted in new data sources, stakeholders, and methods of producing, using, and sharing spatial data. Daily, vast amounts of data are produced by individuals interacting with digital content and through automated and semi-automated sensors deployed across the environment. A growing portion of this information contains geographic information directly or indirectly embedded within it. The widespread use of automated smart sensors and an increased variety of georeferenced media resulted in new individual data collectors. This raises a new set of social concerns around individual geopricacy and data ownership. These changes require new approaches to managing, sharing, and processing geographic data. With the appearance of distributed data-sharing technologies, some of these challenges may be addressed. This can be achieved by moving from centralized control and ownership of the data to a more distributed system. In such a system, the individuals are responsible for gathering and controlling access and storing data.Stepping into the new area of distributed spatial data sharing needs preparations, including developing tools and algorithms to work with spatial data in this new environment efficiently. Peer-to-peer (P2P) networks have become very popular for storing and sharing information in a decentralized approach. However, these networks lack the methods to process spatio-temporal queries. During the first chapter of this research, we propose a new spatio-temporal multi-level tree structure, Distributed Spatio-Temporal Tree (DSTree), which aims to address this problem. DSTree is capable of performing a range of spatio-temporal queries. We also propose a framework that uses blockchain to share a DSTree on the distributed network, and each user can replicate, query, or update it.Next, we proposed a dynamic k-anonymity algorithm to address geoprivacy concerns in distributed platforms. Individual dynamic control of geoprivacy is one of the primary purposes of the proposed framework introduced in this research. Sharing data within and between organizations can be enhanced by greater trust and transparency offered by distributed or decentralized technologies. Rather than depending on a central authority to manage geographic data, a decentralized framework would provide a fine-grained and transparent sharing capability. Users can also control the precision of shared spatial data with others. They are not limited to third-party algorithms to decide their privacy level and are also not limited to the binary levels of location sharing. As mentioned earlier, individuals and communities can benefit from distributed spatial data sharing. During the last chapter of this work, we develop an image-sharing platform, aka harvester safety application, for the Kakisa indigenous community in northern Canada. During this project, we investigate the potential of using a Distributed Spatial Data sharing (DSDS) infrastructure for small-scale data-sharing needs in indigenous communities. We explored the potential use case and challenges and proposed a DSDS architecture to allow users in small communities to share and query their data using DSDS. Looking at the current availability of distributed tools, the sustainable development of such applications needs accessible technology. We need easy-to-use tools to use distributed technologies on community-scale SDS.In conclusion, distributed technology is in its early stages and requires easy-to-use tools/methods and algorithms to handle, share and query geographic information. Once developed, it will be possible to contrast DSDS against other data systems and thereby evaluate the practical benefit of such systems. A distributed data-sharing platform needs a standard framework to share data between different entities. Just like the first decades of the appearance of the web, these tools need regulations and standards. Such can benefit individuals and small communities in the current chaotic spatial data-sharing environment controlled by the central bodies.","Hojati, Majid.",Majid Hojati,2023,PhD,other,0.29100775893792186
WLU,Wilfrid Laurier University,Diversity and Evolution of Inflorescences in Cuscuta.,"Cuscuta (dodder) includes ca. 200 species of plant obligate stem parasites with both ecological and economical significance. Inflorescences have been historically used in Cuscuta for species descriptions and identification keys, but no comprehensive study exists to date. The main objective of this study was to survey the diversity of inflorescences, and to understand their evolution and possible form-function relationships. The inflorescence architecture of 132 Cuscuta taxa was analyzed using herbarium specimens, and eight species were grown to study their inflorescence development. Inflorescence traits were mapped into a genus phylogeny obtained from a combined analysis of nuclear ITS and plastid trnL-F sequences. To test the hypothesis that inflorescence architecture is connected to sexual reproduction, correlations between inflorescence traits (using Principal Components), and sexual reproductive traits (pollen to ovule ratios, fruit diameter, and modes of dehiscence) were analyzed. Based on their development, three major types of inflorescences were observed: 'Cuscuta type', a simple, monochasial scorpioid cyme; 'Monogynella type', a compound monochasial scorpioid cymes, with the longest primary axes having prolonged vegetative growth giving the appearance of thyrses; and 'Grammica type', a compound monochasial scorpioid cymes with up to 4 orders of axes. Parsimony and maximum likelihood analyzes inferred Monogynella as the ancestral type, while Cuscuta and Grammica were derived. Overall, the total length of axes exhibited a reduction trend throughout the genus evolution. Positive significant correlations were noted between the general size of the taxon and pollen-ovule ratios, and the general size of the taxon and fruit width. This suggests that the same breeding system may have different inflorescence architectures. Several modes of dehiscence had significantly different total axes lengths, suggesting that infructescence architecture is connected to the modes of dehiscence in Cuscuta and therefore seed dispersal.","Glofcheskie, Morgan.",Morgan Glofcheskie,2022,MSc,EEE,0.768460632875669
WLU,Wilfrid Laurier University,Dynamical Aspects in (4+1)-Body Problems.,Library / Theses Canada,"Gauthier, Ryan.",Ryan Gauthier,2023,MSc,other,0.2320364094500762
WLU,Wilfrid Laurier University,ETHICAL DILEMMAS AND MORAL DISTRESS IN COMPANION ANIMAL VETERINARY MEDICINE: MENTAL HEALTH IMPLICATIONS.,"Mental health concerns are a significant problem in the veterinary community, and studies suggest that veterinarians working in Western countries are at higher risk of suicide compared to the general population and other healthcare professionals (Bartram et al., 2009; Bartram & Baldwin, 2010; Platt et al., 2012). Additionally, veterinary medicine is an occupation inundated with complex ethical and moral dilemmas. However, current studies are limited in their ability to contextualize the risk and contributing factors fully; therefore, they offer limited insight into effective preventative and support strategies. Using Interpretive Phenomenological Analysis (IPA), eight companion animal veterinarians were interviewed about their experiences of moral distress and ethical dilemmas in veterinary practice. The research question guiding this inquiry was: What are the experiences of moral distress and ethical dilemmas among companion animal veterinarians practicing in Canada? Five key themes emerged. First, veterinarians identified the most distressing aspects of their work. Second, they identified the negative emotional repercussions of their work. Third, while some identified coping strategies to help mitigate the stress associated with their work, they also noted the challenges of implementing these strategies within the current veterinary practice structure. Fourth, veterinarians identified their motivations for continuing to practice veterinary medicine despite the mental health challenges it poses. Fifth, participants made various recommendations for change within veterinary medicine and the educational curriculum to help improve mental health outcomes among veterinarians. The themes identified in this study relate to the fee-for-service structure of veterinary medicine and how finances contribute to ethical dilemmas, moral distress, abusive interactions from clients, adversely impact animal welfare, and threaten the human-animal bond. In the existing model of care, veterinarians' mental health is adversely impacted, and socioeconomically disadvantaged pet caregivers risk losing meaningful relationships with their animals. This study supports the need for a change in the structure of veterinary medicine and increased community funding to improve access to veterinary care. This research further underscores the importance of adopting an approach to healthcare which recognizes the interdependence of human and non-human health and well-being.","Dickson, Bronwyn.",Bronwyn Dickson,2023,PhD,other,0.20196182996512857
WLU,Wilfrid Laurier University,"EXPLORING THE RELATIONSHIP BETWEEN DROUGHT AND POPULATION CHANGE ON THE NORTH AMERICAN GREAT PLAINS, 1970-2010.","Through the second half of the 20th century, the North American Great Plains saw widespread rural out-migration, a continuation of trends that began with the Dust Bowl crisis during the Great Depression of the 1930s. As part of a wider academic focus on the roles climate and environmental changes have on migration, this research project sought to understand the relationship between drought conditions and rural population decline on the Great Plains. In this explorative research, census population data for Canada and the US from 1970-2010 were analyzed along with temperature, precipitation, and Palmer Drought Severity Index data for the same period using a variety of regression to seek out possible association between drought conditions and population loss at local scales. As part of this process, a novel index for identifying drought likelihood was also developed and tested. Results indicate that the significance and direction of the relationship between drought and rural population loss is spatially heterogenous. Geographically weighted regression models are demonstrated to have better predictive power than traditional regression methods, although that predictive power deteriorates through the decades in the study period. Small clusters of counties were detected where the drought-population loss is relatively strong in certain decades, but generally the results suggest that non-climatic factors were the primary drivers of population loss across the Great Plains. The modelling results are discussed in the context of a case study of Lincoln County, Colorado, a dryland county visited as part of field research for this project.","Heath, George.",George Heath,2022,MSc,EEE,0.5931529643972893
WLU,Wilfrid Laurier University,Effect of Rare Earth Element Mixtures on Daphnia magna.,"Rare earth elements (REEs) are increasingly being used in modern technologies and as such, there is an increasing concern for the potential environmental risk associated with anthropogenic contamination. In addition to there being very little data available for individual REEs, there is also a lack of knowledge concerning mixtures. The objective of my study was to investigate the chronic effects of lanthanum (La) and yttrium (Y) as well as the acute effects of neodymium (Nd), praseodymium (Pr) and Y as a single metal and as a mixture to Daphnia magna. Standard 21-d chronic tests and 48-h single metal acute tests following U.S. EPA and Environment and Climate Change Canada methods were conducted in an artificial soft water medium with a hardness of 50 mg CaCO3/L and a pH of 6.8 with no added bicarbonate at 21°C. Daphnia neonates (<24h old) were used with immobility (acute), growth and reproduction (chronic) as endpoints. Mixture exposures were designed using a toxic unit (TU) approach, based on converting the EC50 concentrations to toxic units and applying a matrix isobologram approach. The dissolved 48-h EC50 for Y was 0.699 mg/L (95% CI of 0.602-0.802 mg/L), for Pr it was 0.689 mg/L (95% CI of 0.530 - 0.916 mg/L), and for Nd it was 0.332 mg/L (95% CI of 0.265 - 0.408 mg/L). The total 21-d EC10 and EC20 values were 35.42 µg/L and 44.83 µg/L for La and 32.62 µg/L and 56.37 µg/L for Y. Chronic mixture tests used combinations of 0.2 (EC10) and 0.4 (EC20) TUs and acute tests used combinations of 0.2, 0.4, and 0.6 (EC30) TUs to observe whether the responses would follow an additive interaction. La and Y had similar toxicities at chronic levels and La-Y mixture tests elicited a less than additive interaction. Nd had a significantly higher toxicity than Pr or Y and the ternary mixture of Nd, Pr, and Y elicited additive and more than additive mixture interactions. This project contributes data towards the knowledge available on the toxicity of REEs individually and as a mixture in aquatic environments.","Do, Celine.",Celine Do,2024,MSc,other,0.37038043630815565
WLU,Wilfrid Laurier University,Effects of 17α-ethinylestradiol (EE2) on gonadal development and gene expression in larval mummichog (Fundulus heteroclitus),"The mummichog (Fundulus heteroclitus) is a small-bodied estuarine fish that inhabits the North American east coast and is often used as a model adult saltwater fish in environmental bioassays. This study aimed to describe gonadal development and gene expression levels in five-week-old mummichog under control conditions and following 17α-ethinylestradiol (EE2) treatment in order to better understand the susceptibility of sex determination (SD) and gonadal differentiation (GD) processes following contaminant exposure. In the first experiment, eggs were fertilized, collected and incubated in the laboratory for three weeks, then yolk-sac larvae were grown out for five weeks and sampled for gonadal development and gene expression levels in ovaries and testes. In a second experiment, yolk-sac larvae were reared for five weeks in one of three static (daily renewal) treatments [0, 2 and 10ng/L EE2 (actual)] and then sampled for gonadal histology and gene expression analysis. In controls, the sex ratio approached 50/50 and EE2 treatment did not change the sex ratios. However, altered gametogenesis and increased degeneration were observed in EE2-treated ovaries and testes, indicating a possible downregulation of the HPG (hypothalamus-pituitary-gonadal) axis, thus, halting normal gonadal development. Several GD genes were identified for the first time in the mummichog that may be influencing female- and male- promoting networks. EE2 treatment did not change ovarian gene expression, however, testis gene expression was severely altered by increased expression of female-promoting genes and anti-Mullerian hormone (amh) which may influence self-renewal in early-staged germ cells. The lack of effect of EE2 on sex ratio was surprising and may have been a result of treating the fish after hatching instead of during embryogenesis. These results demonstrate that male mummichog are more sensitive to EE2 after hatching than females. This study also demonstrates that GD mechanisms in the mummichog can be altered by environmentally-relevant concentrations of EE2 when exposed after hatching. This study suggests that in mummichog SD is fixed prior to hatching but that GD mechanisms are susceptible to environmental estrogen exposure during early development.","Sing-Judge, Carly.",Carly Sing-Judge,2022,MSc,EEE,0.5600063688820085
WLU,Wilfrid Laurier University,Employees' Reactions to Their Supervisors' (Lack of) Discretionary Adjustments in Performance Evaluations.,"The purpose of my dissertation is to investigate how employees react to their supervisors' decisions not to use ex-post discretionary adjustments to mitigate the effects that negative unexpected events have on their bonuses. To address this objective, I pose the following research question: Will the level of interdependence inherent within the compensation of multiple employees (i.e., compensation interdependence) and the likelihood the event will reoccur (i.e., future event likelihood) affect employees' reactions (future effort and workplace deviance) when they don't receive ex-post discretionary adjustments to mitigate the effects of negative events?I address my research question using an experiment where I vary the level of compensation interdependence (absent vs. present) and future event likelihood (low vs. high) while observing how employees react to not receiving an ex-post discretionary adjustment. I find that employees decrease their future effort and increase their workplace deviance behavior more when compensation interdependence is absent than when it is present but only when future event likelihood is low and not when it is high. I also find that employees' distributive justice evaluations are lower and adjustment expectations are higher when compensation interdependence is absent than when it is present but once again only when future event likelihood is low and not when it is high.My dissertation contributes to existing literature. First, while existing research examines how supervisors make ex-post discretionary adjustment decisions based on external factors and management control features, my study examine employees' reactions to these decisions. Second, my dissertation contributes to existing research that examines how supervisors' use of ex-post discretionary adjustments affect employees' justice evaluations and future effort. I find that employees evaluate multiple factors simultaneously when reacting to these decisions.","Andrejkow, Joanna.",Joanna Andrejkow,2023,PhD,other,0.3550235578886277
WLU,Wilfrid Laurier University,Examining the Effects of Noise and Task Dependent Performance in Prosody Perception in Autistic Individuals.,"ABSTRACTObjective: It is known that autistic individuals have enhanced abilities in pitch discrimination and tend to excel in low-level tasks requiring lower cognitive processing. On the other hand, noise is a distracting factor in many areas of life, including prosody perception. The studies presented in this thesis aimed to understand prosody perception through different levels of cognitive tasks and under the influence of speech background noise.Methods: In total, 256 non-autistic and 39 high-functioning autistic adults participated in these studies. In the first study, participants were asked to listen to brief utterances conveying one of six universally accepted emotions (happy, sad, angry, surprise, disgust, fear) and match it to a corresponding facial expression at three levels of auditory babble background noise conditions; 0 dB, -3 dB and -6 dB. In the second study, participants were asked to complete a pitch discrimination task between 180-200 Hz. In addition, they were asked to listen to five basic emotional utterances (happy, sad, angry, surprise, neutral) and determine the direction of the utterance, as well as the emotion conveyed in these statements to examine the effects of task-dependent performance. Results: ANOVA results indicated that both autistic and non-autistic participants had similar performance in emotional recognition under all three noise conditions. In addition, a mixed ANOVA revealed no group differences in pitch discrimination, sentence direction identification and emotion recognition tasks. However, a significant effect of emotion was observed. It was found that some emotions are recognized more easily compared to other emotions in both autistic and non-autistic groups. In addition, ANOVA results showed that individuals who had music training performed better at pitch discrimination and emotion perception tasks but not in sentence direction tasks which asked participants to identify the direction of each utterance.Conclusion: These findings suggest that high-functioning autistic adults may have intact prosody perception abilities yielding them to perform as well as non-autistic adults even under noise conditions. Some emotions are perceived more easily compared to others regardless of diagnosis. Music training may allow adults to discriminate the pitch of sweep tones and perceive emotions more correctly compared to those without music training.","Sasal, Zehranur.",Zehranur Sasal,2023,MSc,other,0.18230339556301722
WLU,Wilfrid Laurier University,Exploring Graduated Court Diversion Clients' Experience of Psychotherapy in Their Community Reintegration.,"Court Diversion Program (CDP) seeks to reduce the criminalization and reoffending among people living with mental illness to ensure their community reintegration (Schneider, 2010). The complex nature of achieving this goal calls for a comprehensive strategy, which requires a collaborative effort of legal, health care, and allied professionals including psychotherapists. However, because most CDP clients frequently receive medication treatment, not much is known about how CDP clients find psychotherapy services even though psychotherapy is effective for addressing mental illnesses and offending behaviors (Feingold & Fox, 2018; Feucht & Holt, 2016), To gain more insight into the issue, this study applied the postmodern framework and adopted a comparative case study design to explore the experiences of 5 CDP clients who received psychotherapy as part of their treatment with other 5 CDP clients who received pharmacotherapy treatment. Specifically, this research investigated why the clients chose their preferred treatment, how they experienced their participation in this form of treatment, and the role their treatment modality played in their community reintegration after encountering the criminal justice system. The researcher used qualitative interview techniques to collect data from the 10 participants who were living in the City of Toronto. Data were analyzed for patterns that revealed group differences in the experience and outcomes of these treatments.","Sem, Daniel Oduro.",Daniel Sem,2023,PhD,other,0.2722588823599479
WLU,Wilfrid Laurier University,"Exploring climate, wellbeing, resilience, and resistance in 2SLGBTQ+ leisure spaces: A mixed methods study to advance inclusion.","Participating in queer sports groups, rainbow choirs, trans virtual discussion groups and other Two-Spirit, lesbian, gay, bisexual, transgender, queer, and other sexually and gender diverse (2SLGBTQ+) leisure activities can offer participants safety from societal heterosexism and cisgenderism and opportunities for community connection and peer support, as well as foster their overall wellbeing. Yet, transgender/gender nonconforming (TGNC), racialized, and/or disabled individuals, and those with other diverse identities are often marginalized in these spaces. Though researchers have studied exclusion within 2SLGBTQ+ leisure spaces, relatively little is known about how the climate of these spaces shapes social and mental health outcomes. Connected to this gap, little is known about risk factors for facing negative climates, resilience-promoting factors, and different resilience and resistance processes. To ensure that all participants benefit from engaging in 2SLGBTQ+ leisure spaces, it is important to address these issues to strengthen the empirical basis informing interventions to enhance 2SLGBTQ+ leisure spaces and promote positive outcomes among their participants.Guided by a multi-faceted theoretical framework consisting of minority stress theory, resilience, intersectionality, the socioecological framework, and whiteness theory, and using mixed methods (quantitative survey; qualitative interviews), I address these gaps through my dissertation via three manuscripts, each with a different type of analysis. Drawing on survey data in manuscript 1, I examined the relationship between experiencing intersectional discrimination and social and mental wellbeing, finding that social belonging mediated the discrimination-mental health relationship, which was moderated by antidiscrimination policies and inclusive leadership practice. I also found that disability and its interaction with gender were risk factors for discrimination. In manuscript 2, the first of two mixed methods studies, focusing on climate and social belonging, I quantitatively identified contentious, ambivalent, and welcoming climate profiles across experiential and psychological climate indicators and found lowest belonging in the contentious climate profile, moderate belonging in the ambivalent climate profile, and highest belonging in the welcoming climate profile. Additionally, I qualitatively uncovered processes underlying the climate-belonging relationship, such as dismissive attitudes toward marginalization among members within leisure spaces characterized by negative climates. In manuscript 3, addressing climate and mental health, I found that a more hostile experiential climate was associated with greater psychological distress, while a more inclusive psychological climate was associated with greater positive mental health. Furthermore, 2SLGBTQ+ pride, resilient coping, and social support from friends promotes mental health, but did not moderate the relationship between climate and mental health. Qualitatively, individuals engaged in resistance strategies to process and cope with negative climates through acts such as 'passing' behaviours, intervening, and finding new leisure spaces.The findings have implications for social workers and allied professionals. Micro-practice interventions should include engaging in competent inclusive practices with diverse clients, such as recognizing intersectionality and the associated complexities. Organizational and policy interventions should include identifying and implementing strategies that address systems of oppression and homonormativity in 2SLGBTQ+ leisure spaces, such as training to prevent and intervene on discrimination. Moreover, my research offers implications for studying minority stressors, climate, resilience, and intersectionality, such as the value of using mixed methods and examining both experiential and psychological climate. Addressing the of climate of 2SLGBTQ+ leisure spaces and its implications for diverse individuals is pertinent to ensuring that all participants benefit from engaging in 2SLGBTQ+ leisure spaces.","Vo, Tin.",Tin Vo,2022,PhD,other,0.2673793047709716
WLU,Wilfrid Laurier University,Exploring individuals' views on the malleability of their moral self-concept.,"Drawing on work by Carol Dweck, Moral Self-Theory was conceptualized as describing lay views of the moral self-concept as either malleable (incrementalist view) or fixed (entity view) in order to better capture the goal-achievement aspect of morality. To this end, research into the areas of implicit theories of intelligence and personality were drawn upon to explore the possibility that lay views of morality could help inform our understanding of moral behaviour. Three studies were designed to: 1) examine individuals' perceptions of their moral self-concept over time for evidence of change and assess participants' opinions towards that change, as well as any change that may occur in the future; 2) investigate broad correlational relationships between lay perceptions of the malleability of the moral-self and other predictors of moral behaviour, specifically moral identity and moral motivation; 3) examine whether incrementalist beliefs about the moral self-concept could effectively be manipulated, and predict behaviour in an experimental setting. Three studies were conceptualized and carried out, reported here as Chapters 2, 3, and 4. The first study utilized previously collected interview data to determine that participants perceived changes in their moral identity retrospectively, but that there was a group of participants that did not perceive any change. Additionally, participants were asked their views about changes in their moral identity that may occur in the future. This study provided a clear mandate to pursue the exploration of individual's views on change in moral self-concept. The second study established a measure for assessing the malleability beliefs of the moral-self, and then proceeded to explore the relationships between these beliefs and other commonly used moral variables in three different age groups. Significant correlations were found between Moral Self-Theory and internalized moral identity, prosocial behaviour, and antisocial behaviour. The third and final study experimentally tested whether Moral Self-Theory could be experimentally manipulated, and if that manipulation would show an effect on observed moral behaviour. While Moral Self-Theory was successfully manipulated towards either an entity or incremental viewpoint, this manipulation did not show any effects on the prosocial or antisocial behavioural measures. The possibility of Moral Self-Theory being more relevant to long-term behavioural dispositions rather than a direct motivator of immediate moral behaviour is discussed, as well as limitations to the current studies and their implications for future research.","Hertz, Steven.",Steven Hertz,2022,PhD,other,0.4798283617117173
WLU,Wilfrid Laurier University,Exploring the Impact of Social Media on the Religious and Spiritual Beliefs of Emerging Adults.,"The adoption of social media has been suggested to contribute to a syncretic behavior in emerging adults. The rate of innovation and change that occurred in the church during the Reformation, concurrent with the rise of the printing press, is similar to the rate of cultural change occurring today; a primary missional challenge of the Christian church is to incarnate the gospel in the digital world. While much research has been conducted on the effects of social media in a variety of demographics and its unintended consequences, limited research has examined the impact of social media on the religious and spiritual beliefs of emerging adults in a Canadian context. A qualitative, inductive study of emerging adults explores how social media potentially disrupts, promotes, or interacts with their religious and spiritual belief. The study notes the gap that is created between those who have a hunger for spirituality and an openness to organized religion and faith communities that are viewed as neither resource or environment for questioning and exploration. In this study, all participants connectedness through social media emboldened their healthy questioning and critical understandings which, in turn, impacted their worldview. The study notes that theology is no longer centralized but rather generated in a co-operative way and the importance for faith communities to create, or recreate, an environment akin to a medieval village green. This will provide some context for Canadian faith communities to think through how to shift behaviors to deal appropriately with social media and online interaction while tending to the spiritual and religious needs of their people in addition to helping said faith communities navigate how to apply traditional rules to new technologies. The study outcomes are expected to contribute to the field of pastoral leadership by adding to the developing conversation about our changing contexts and how faith communities might engage a particular and vital demographic amidst rapid social and technological change.","Ehlebracht, Mark.",Mark Ehlebracht,2022,PhD,other,0.30312484109630644
WLU,Wilfrid Laurier University,Exploring the Membrane Protein and Peptide Interactions of Mitochondrial and Bacterial Lipid Systems.,"This study aims to expand the understanding of interactions between membrane lipids and proteins, and relate it to their biological functions in two experimental systems. The first system focuses on the interaction and conformation of a membrane protein Uncoupling Protein 4 (UCP4) in mitochondrial inner membrane lipids, in the absence and presence of cardiolipin; a lipid specific to mitochondrial inner membranes. The second system considers the interaction and conformation of a cell penetrating peptide, Penetratin, which can interact with both mammalian and bacterial cells. A N- and C-termini protected form of this 16-meric peptide (Pen2) was used to explore its interaction with neutrally and negatively charged mammalian cell model membranes, as well as negatively charged bacterial cell membrane mimics to study its antibacterial potential. In both systems surface pressure analysis including compression isotherms, adsorption kinetics, and protein-lipid affinities using Langmuir-Blodgett trough tensiometric methods was employed. Circular dichroism (CD) spectroscopy was used to assess the conformation and modes of interaction of the proteins in various lipid systems. Isothermal titration calorimetry (ITC) was used to explore the thermodynamics of binding of Pen2 with lipid membrane models. Comparing these different phospholipid environments mimicking mammalian and bacterial membrane systems allows for an in-depth biophysical understanding of the protein-lipid interactions on the surfaces of cell membranes. Overall, the findings of this study may have broader implications for understanding that the biophysical principles, notably surface pressure, are critical for a wide range of cellular processes. The results of this research on UCP4 and Pen2 provide new insights into the influence of the physiochemical properties of lipids on the conformational/functional properties of MPs and the mechanism of action of MAPs in membranes. In particular, the role of UCP4 in stabilizing the membrane structure at lower surface areas and higher surface pressures and the variability of the modes of interaction of Pen2 with different biological membranes (mammalian vs. bacterial cell membranes).","Saudan, George.",George Saudan,2023,MSc,other,0.3924515596424234
WLU,Wilfrid Laurier University,FROM A 'CHELI' IN NEPAL TO A 'KHADAMA' IN THE ARABIAN GULF COUNTRIES: THE LOCAL-GLOBAL ENTANGLEMENTS AND GENDERED LABOUR MIGRATION GOVERNANCE.,"This dissertation explores: In what ways does gender operate as a governing code in Nepal's labour migration governance? This question is answered in three specific ways. First, it explores how the gender codes in the Nepali society conjoin global forces to create structural conditions for women's transnational labour migration. Second, it examines how the Nepali state - within the regional/global geopolitics - embraces the gendered labour migration policy to produce, reproduce, and perpetuate the gender codes. Third, it explicates the ways in which women migrating for domestic work in the Arabian Gulf countries resist and subvert the gender codes while being implicated in the entangled precarity. The research also deliberates on the migrant rights politics and activism that attend to the entangled precarity faced by the Nepali women migrant domestic workers. The dissertation proposes the 'gendered local-global entanglements' as a conceptual framework to explore the ways in which the local and global forces and processes are deeply enmeshed and embedded in: 1) women's transnational labour migration; 2) the gender discriminatory labour migration policy; and 3) the production of entangled precarity faced by women migrant domestic workers. First, the dissertation explicates women's transnational labour migration for domestic work in the light of four-pronged sociocultural and economic processes and their gendered implications, intersecting with multiple other axes of oppression. Further, the dissertation describes Nepal as a gendered migration state while embracing an 'exception to neoliberalism' labour migration policy toward women migrant workers. Such a policy is embedded in the notion of a 'masculine sovereignty' which emanates from the patriarchy that conceives women as vulnerable. In contrast to women's vulnerability, this research unmasks the vulnerability of the Nepali state, as reflected through its 'sandwiched sovereignty' that refers to a fragile geopolitical position, resulting from a concurrent pressure from and complicity with global forces and its debilitating bargaining power. Finally, the dissertation explores the ways in which the gendered labour systems and patriarchal ideologies in Nepal and the Arabian states are enmeshed in producing the entangled precarity. These findings are based on roughly five months of ethnographic fieldwork in Nepal, Qatar, Kuwait and the United Arab Emirates and engagements with women migrant domestic workers, including state and non-state actors.","KC, Hari.",Hari KC,2022,PhD,other,0.23176589035145778
WLU,Wilfrid Laurier University,Feeling Fat: Theorizing Intergenerational Body Narratives Through Affect.,"This study set out to understand the intergenerational movement and impact of obesity epidemic and anti-fat narratives that emerged after the 1950s in North America. Embedded in an Anglo-Western, neoliberal context, the current study sought to understand the impact of weight-based messaging on the embodied experiences of parents and their now-adult children. Working within a critical-transformative paradigm and drawing on post-humanism and new materialism, I conducted 19 narrative interviews with individuals born between 1955 and 1990, six of whom were mother-daughter dyads, as well as a body mapping workshop with five self-selecting participants over the course of three sessions. I combined qualitative approaches of thematic and visual analysis with the post-qualitative approaches of 'plugging in' or 'thinking with theory' as a way of putting participants' accounts directly into conversation with post humanist and neomaterialist understandings to theorize key findings. I pulled together these disparate and entangled methodological approaches to account for both the discursive and affective realities of embodied fat experiences under biopedagogical forces that stipulate how (and how not) to have a body. Findings from this study highlight how affect is mobilized in the conveyance of biopedagogical messages about fatness intergenerationally. Lessons about fat bodies are situated within and bolstered by an assemblage of forces, both social and material, including structural racism and sexism, diet culture and its artifacts (diet books, healthy weight programs, magazines, etc.), medical weight bias, technologies of weight measurement and loss (Body Mass Index, weight cycling programs, weight loss surgeries, etc.), public education, and wider family dynamics. Through its integration of feminist affect theory alongside the novel use of arts-based body mapping with fat participants, the Feeling Fat study offers significant opportunities for the advancement of fat liberation.","Cook, Katie.",Katie Cook,2022,PhD,other,0.24360758539654725
WLU,Wilfrid Laurier University,Functional Residues of CjpatA.,"Antibiotic resistance in pathogenic bacteria continues to challenge clinicians and threaten the lives of infected individuals. For this reason, new classes of antibiotics or new targets for antibiotic therapy are needed to circumvent this global health crisis. In Gram-negative bacteria, the enzymes peptidoglycan O-acetyltransferase A and B (PatA and PatB), are responsible for adding acetyl groups to the C-6 hydroxyl group of N-acetyl muramic acid (MurNAc) in peptidoglycan (PG). These acetyl groups are responsible for inhibiting the activity of lysozyme from host organisms that hydrolyze the β1-4 glycosidic linkage between MurNAc and N-acetylglucosamine (GlcNAc). The acetyl groups also regulate the rate of autolysis by precluding the activity of lytic transglycosylases, that contribute to this process. PatB from several sources has been experimentally characterized, but PatA still lacks the same amount of characterization due to difficulties with its expression and purification. Here, initial attempts to express and purify Proteus mirabilis and Campylobacter jejuni PatA are presented. Efforts to characterize functional residues of CjPatA were made by utilizing in situ assays developed to compare the resistance to lysozyme and the rates of autolysis in nutrient-deprived environments of C. jejuni strains with patA mutations. Point mutations to CjpatA were engineered for the site-specific replacements of S122, R164, H275, R283, and H315 to test the significance of these proposed catalytic residues. A preliminary application of this autolysis assay, suggested S122, H275, R283, and H315 do act as functional residues because their populations did not decrease as much as their progenitor strain, an oap operon knockout with a patA and patB complementation. O-acetylation data from the respective strains could not be generated to verify these findings.","Lamont, Robert.",Robert Lamont,2023,MSc,other,0.30012789125597805
